id,yield
15495,7071.61532
15496,6717.44627
15497,4667.72494
15498,6746.4546
15499,6862.90839
15500,7502.24389
15501,5538.91301
15502,7588.36096
15503,7434.34904
15504,6347.56076
15505,6327.00807
15506,4334.84122
15507,4476.81146
15508,6315.23321
15509,3895.62684
15510,5085.84473
15511,6422.92209
15512,5333.97357
15513,6771.67497
15514,8013.62631
15515,6422.92209
15516,5046.45734
15517,8157.23694
15518,7181.42522
15519,7022.18973
15520,5575.39447
15521,6491.22353
15522,6422.92209
15523,6696.23571
15524,7175.06898
15525,5367.61826
15526,5527.42503
15527,4254.82514
15528,3662.18313
15529,7284.81478
15530,6735.24371
15531,6626.8515
15532,7206.90196
15533,4667.72494
15534,8104.93497
15535,3748.46547
15536,6747.59779
15537,5492.81699
15538,6482.70572
15539,7415.89441
15540,6301.03442
15541,6543.97182
15542,7236.09025
15543,7117.95038
15544,4580.393
15545,4858.24073
15546,7738.88171
15547,5446.69747
15548,6037.68613
15549,7071.61532
15550,6580.39696
15551,7215.40971
15552,6475.89456
15553,4340.82151
15554,5556.3746
15555,6015.22456
15556,6717.44627
15557,7044.56761
15558,3998.05416
15559,5544.62172
15560,7536.09687
15561,5529.06614
15562,7554.4683
15563,6746.4546
15564,3998.05416
15565,6503.27204
15566,7028.6735
15567,6465.37205
15568,3447.0821
15569,4340.82151
15570,5246.52146
15571,5329.2632
15572,3911.42225
15573,5828.73212
15574,6281.91711
15575,6514.63899
15576,3968.33018
15577,5837.21503
15578,6749.51819
15579,3269.27176
15580,7628.6476
15581,7243.22611
15582,6830.96605
15583,3139.43255
15584,5428.10602
15585,4042.84264
15586,6315.23321
15587,7998.35059
15588,6515.30587
15589,5639.4452
15590,5246.52146
15591,6019.26248
15592,8064.73881
15593,7150.9817
15594,6757.07366
15595,4254.82514
15596,4476.81146
15597,4999.15621
15598,5291.89688
15599,5596.22636
15600,5388.50369
15601,5920.48718
15602,7564.77493
15603,4808.60902
15604,6529.98232
15605,7215.40971
15606,7303.58812
15607,5781.85965
15608,6770.23332
15609,7406.90248
15610,6614.21931
15611,4789.59697
15612,5018.45303
15613,6491.22353
15614,4393.52743
15615,6299.22636
15616,6263.80788
15617,5322.84043
15618,6663.00068
15619,6771.67497
15620,4740.01505
15621,4057.55521
15622,4178.77206
15623,5333.97357
15624,5246.52146
15625,4162.76156
15626,7434.34904
15627,5439.4215
15628,6115.94707
15629,5772.91016
15630,5333.97357
15631,5686.12196
15632,5817.18527
15633,4830.95981
15634,7085.06308
15635,5086.60991
15636,7541.6674
15637,5767.17836
15638,5663.06579
15639,3626.36653
15640,5575.39447
15641,6994.24801
15642,6707.59259
15643,4357.82292
15644,6226.28514
15645,5455.11891
15646,5597.02216
15647,7969.02575
15648,5637.9843
15649,6808.26361
15650,8175.45619
15651,5569.13925
15652,8212.79289
15653,4926.27902
15654,7005.0386
15655,4546.78674
15656,7284.81478
15657,5403.69852
15658,6614.21931
15659,7219.76039
15660,7669.81182
15661,7301.10622
15662,6514.63899
15663,7290.10652
15664,4336.10096
15665,4100.75917
15666,4802.6043
15667,6869.7776
15668,7340.46077
15669,5360.87391
15670,6540.10545
15671,5715.0084
15672,5086.60991
15673,7136.98445
15674,6315.23321
15675,4546.78674
15676,5453.99382
15677,5347.71894
15678,7483.73632
15679,6598.85404
15680,4503.16186
15681,7369.68559
15682,6400.02221
15683,5747.56017
15684,6493.63712
15685,6564.9583
15686,7732.22522
15687,5538.91301
15688,7340.46077
15689,7303.58812
15690,6702.78038
15691,6249.47082
15692,5291.89688
15693,6687.25926
15694,6514.63899
15695,6190.66597
15696,7243.22611
15697,5449.4212
15698,7357.3589
15699,5455.11891
15700,7198.42285
15701,4010.55215
15702,4503.16186
15703,3139.43255
15704,4179.18592
15705,6125.69538
15706,6491.22353
15707,6109.85047
15708,6327.00807
15709,7016.89385
15710,6979.32479
15711,6306.55062
15712,7243.22611
15713,5495.36535
15714,4125.75712
15715,5482.0813
15716,6461.67087
15717,5305.74363
15718,5393.56434
15719,6226.28514
15720,5876.96001
15721,5367.61826
15722,6770.23332
15723,6500.09778
15724,5124.8549
15725,5428.10602
15726,6919.34518
15727,7184.01384
15728,4850.03746
15729,5453.99382
15730,4745.46028
15731,4999.15621
15732,7457.50606
15733,6443.2569
15734,7380.6338
15735,5178.27031
15736,6752.01695
15737,6746.4546
15738,3447.0821
15739,3813.16579
15740,7231.02778
15741,5711.85174
15742,6058.64876
15743,4357.82292
15744,6554.97686
15745,7778.34916
15746,6394.07791
15747,5377.27086
15748,7243.22611
15749,5649.03716
15750,6239.53349
15751,5462.13394
15752,6361.48951
15753,6514.63899
15754,5942.42162
15755,5735.13303
15756,6757.07366
15757,5535.05665
15758,5602.02293
15759,5569.13925
15760,5482.0813
15761,5225.16307
15762,3396.72989
15763,5665.2196
15764,8157.23694
15765,7152.13259
15766,8175.45619
15767,5892.161
15768,5482.0813
15769,4587.38557
15770,4310.6254
15771,5381.27266
15772,5852.8742
15773,6595.45629
15774,3680.56025
15775,6491.22353
15776,5791.45673
15777,8175.45619
15778,6150.84205
15779,7690.1749
15780,6132.99793
15781,6443.2569
15782,6621.25081
15783,8109.2305
15784,7588.36096
15785,7998.35059
15786,6480.80815
15787,6757.07366
15788,4387.74185
15789,4813.45285
15790,5566.52275
15791,6335.29639
15792,6757.07366
15793,6412.47345
15794,6735.24371
15795,6157.05484
15796,7732.22522
15797,6524.29532
15798,4480.07
15799,7101.75783
15800,6708.24129
15801,5663.06579
15802,4898.83586
15803,5864.12845
15804,7172.43501
15805,6443.2569
15806,7479.93417
15807,4789.59697
15808,4641.00151
15809,7675.96352
15810,5834.98164
15811,7706.88137
15812,5934.01088
15813,5291.89688
15814,5996.07855
15815,7297.7321
15816,6467.65476
15817,3784.11935
15818,7236.09025
15819,7243.22611
15820,4768.59437
15821,7206.90196
15822,6157.05484
15823,6251.61184
15824,5746.77703
15825,7267.28344
15826,6060.64149
15827,5914.16491
15828,4673.38052
15829,4546.78674
15830,3662.18313
15831,7560.20565
15832,4179.18592
15833,4418.44126
15834,6335.29639
15835,7380.6338
15836,7175.06898
15837,3519.43131
15838,7639.54789
15839,4572.12637
15840,8157.23694
15841,3662.18313
15842,6752.17704
15843,5830.89362
15844,5954.51315
15845,5403.69852
15846,6948.2288
15847,7564.77493
15848,5663.06579
15849,5482.0813
15850,6998.37875
15851,7150.9817
15852,8212.79289
15853,7301.10622
15854,5329.2632
15855,3723.52338
15856,4200.97375
15857,5931.7528
15858,5649.03716
15859,4905.49871
15860,8298.20697
15861,5892.161
15862,6315.23321
15863,7732.22522
15864,5424.12351
15865,7690.1749
15866,6564.9583
15867,5462.13394
15868,7690.1749
15869,5061.72061
15870,7536.09687
15871,5643.36045
15872,7529.17505
15873,8212.79289
15874,8211.0795
15875,7541.6674
15876,6260.47363
15877,6274.93484
15878,8013.62631
15879,7357.3589
15880,8086.38881
15881,4572.12637
15882,7434.34904
15883,6529.98232
15884,6451.10052
15885,5356.87186
15886,4850.03746
15887,6821.8081
15888,4433.53697
15889,6848.62622
15890,6132.41738
15891,6115.94707
15892,4480.07
15893,6180.95142
15894,5061.72061
15895,5807.00693
15896,6475.89456
15897,6482.70572
15898,5246.52146
15899,7380.6338
15900,5741.31418
15901,6821.8081
15902,5455.11891
15903,6202.32702
15904,5566.52275
15905,8109.2305
15906,6645.56998
15907,7243.22611
15908,5605.221
15909,5538.91301
15910,5892.161
15911,6409.14001
15912,6735.24371
15913,6998.37875
15914,5514.66748
15915,6543.97182
15916,5086.60991
15917,5462.13394
15918,4323.93099
15919,7122.49056
15920,5649.03716
15921,5684.14351
15922,7340.46077
15923,4802.6043
15924,5291.89688
15925,7243.22611
15926,6677.62443
15927,3626.36653
15928,5482.0813
15929,6327.00807
15930,6979.32479
15931,6779.98166
15932,3662.18313
15933,4789.59697
15934,6260.47363
15935,6037.68613
15936,3784.11935
15937,6806.49269
15938,6543.97182
15939,6958.17479
15940,5601.20531
15941,6554.97686
15942,7835.76779
15943,7903.51351
15944,4920.13663
15945,5449.4212
15946,6117.4759
15947,4254.82514
15948,4489.22384
15949,2605.69676
15950,8307.38018
15951,5700.24324
15952,6010.76008
15953,5388.50369
15954,7101.75783
15955,6239.53349
15956,6071.2289
15957,6461.67087
15958,6821.8081
15959,6331.86722
15960,6717.44627
15961,5393.56434
15962,4898.83586
15963,7322.60914
15964,5898.01573
15965,6368.84982
15966,3049.39771
15967,6093.31527
15968,6115.94707
15969,4245.28573
15970,6564.9583
15971,5711.85174
15972,6301.03442
15973,6279.3385
15974,6554.97686
15975,8212.79289
15976,6503.27204
15977,7888.41493
15978,7835.76779
15979,7423.46988
15980,6903.87339
15981,4966.77945
15982,6746.4546
15983,7243.22611
15984,7183.10038
15985,4336.10096
15986,6335.29639
15987,3680.56025
15988,5931.7528
15989,6663.00068
15990,5524.14541
15991,7041.38018
15992,4167.45124
15993,5018.45303
15994,5755.70016
15995,5492.81699
15996,7322.60914
15997,5323.30034
15998,6677.62443
15999,6465.37205
16000,8157.23694
16001,6731.71221
16002,3895.62684
16003,6301.03442
16004,5566.52275
16005,7241.37053
16006,7297.7321
16007,3866.79896
16008,5299.66133
16009,3631.90544
16010,3244.32926
16011,6392.35667
16012,7301.10622
16013,7548.34706
16014,5773.62581
16015,6443.2569
16016,5246.52146
16017,5942.42162
16018,6795.88187
16019,7357.3589
16020,5781.85965
16021,7588.36096
16022,6376.66256
16023,5323.30034
16024,6717.44627
16025,4179.18592
16026,6368.84982
16027,5462.13394
16028,7428.83442
16029,6306.55062
16030,3238.02815
16031,5720.72316
16032,6226.28514
16033,6493.25828
16034,4936.36477
16035,7322.60914
16036,6830.96605
16037,4357.82292
16038,5453.99382
16039,2605.69676
16040,5291.89688
16041,6752.01695
16042,6515.30587
16043,6870.34212
16044,4587.38557
16045,4179.18592
16046,6299.22636
16047,3708.20502
16048,3911.42225
16049,8116.53175
16050,5791.45673
16051,7028.6735
16052,5807.00693
16053,3804.61017
16054,5330.63134
16055,7222.00462
16056,8175.45619
16057,2825.00374
16058,6244.19576
16059,5535.05665
16060,7048.87072
16061,4125.75712
16062,7215.40971
16063,5996.07855
16064,6370.89887
16065,6182.75087
16066,6638.65649
16067,6919.34518
16068,5639.4452
16069,4112.89349
16070,5767.17836
16071,4936.36477
16072,6554.97686
16073,4945.79443
16074,5446.69747
16075,6677.62443
16076,7825.87492
16077,7369.68559
16078,6643.9019
16079,6880.7759
16080,6540.10545
16081,4546.78674
16082,6465.37205
16083,3447.0821
16084,6880.7759
16085,5403.69852
16086,7136.98445
16087,6671.07264
16088,7423.46988
16089,5864.12845
16090,6994.24801
16091,5534.80494
16092,6757.07366
16093,4433.53697
16094,6263.80788
16095,4700.57615
16096,4203.02762
16097,6493.25828
16098,7293.53617
16099,6251.61184
16100,6998.37875
16101,6626.50685
16102,7604.31584
16103,8064.73881
16104,4356.94587
16105,4644.60117
16106,6328.89332
16107,3998.05416
16108,7041.38018
16109,5912.43376
16110,3276.36206
16111,3631.90544
16112,4584.45355
16113,7028.6735
16114,5755.70016
16115,7738.88171
16116,6799.72918
16117,4952.01304
16118,6394.07791
16119,6671.07264
16120,4813.45285
16121,5429.68161
16122,5439.4215
16123,3983.09785
16124,5514.66748
16125,7357.3589
16126,6862.90839
16127,6880.7759
16128,6493.63712
16129,7222.00462
16130,7800.50128
16131,6677.62443
16132,6830.96605
16133,6325.26613
16134,3937.91539
16135,3708.20502
16136,4418.44126
16137,7608.62182
16138,2688.02883
16139,7380.6338
16140,8134.72655
16141,5046.45734
16142,4278.76321
16143,7303.58812
16144,7064.16978
16145,6589.27898
16146,3276.36206
16147,6198.06496
16148,6539.11085
16149,6347.56076
16150,5033.68556
16151,5636.30874
16152,7434.34904
16153,3680.56025
16154,4079.91244
16155,6157.05484
16156,4667.72494
16157,5711.85174
16158,6422.92209
16159,5246.52146
16160,5347.71894
16161,7198.42285
16162,7457.50606
16163,3680.56025
16164,4644.60117
16165,7243.22611
16166,7150.9817
16167,4644.60117
16168,3708.20502
16169,4042.84264
16170,6155.89609
16171,5954.51315
16172,8090.41713
16173,6614.21931
16174,8212.79289
16175,6097.44285
16176,6315.23321
16177,6860.39643
16178,4789.59697
16179,5552.72387
16180,6919.34518
16181,6475.89456
16182,5388.50369
16183,6033.77856
16184,5794.89185
16185,5514.66748
16186,4068.35066
16187,5811.21147
16188,7198.42285
16189,6237.20605
16190,7284.81478
16191,6543.97182
16192,5665.2196
16193,6102.76282
16194,8307.38018
16195,7417.81497
16196,7479.93417
16197,6836.39728
16198,5313.37828
16199,5462.13394
16200,5643.36045
16201,6919.34518
16202,6117.4759
16203,5767.17836
16204,4068.35066
16205,5649.03716
16206,5632.45917
16207,5018.45303
16208,5828.73212
16209,7861.46538
16210,7660.88604
16211,4802.6043
16212,4644.60117
16213,5016.74159
16214,3322.9462
16215,6503.27204
16216,6628.76363
16217,3968.33018
16218,7441.50942
16219,3764.31973
16220,6449.04157
16221,8489.69192
16222,6226.28514
16223,6226.28514
16224,5246.52146
16225,5575.39447
16226,5807.00693
16227,7738.88171
16228,7483.73632
16229,7215.40971
16230,7317.95104
16231,5684.14351
16232,3139.43255
16233,4162.76156
16234,6663.00068
16235,6263.80788
16236,5791.45673
16237,7184.01384
16238,5732.24032
16239,5882.96562
16240,5715.0084
16241,3662.18313
16242,7290.10652
16243,3519.43131
16244,7122.49056
16245,7184.01384
16246,5632.45917
16247,7380.6338
16248,7532.82953
16249,7570.60862
16250,5696.02606
16251,5996.07855
16252,4079.91244
16253,8212.79289
16254,5399.86113
16255,6520.8976
16256,7626.61733
16257,7628.6476
16258,4808.60902
16259,6524.29532
16260,3895.62684
16261,3385.148
16262,6887.46649
16263,6922.84679
16264,5954.51315
16265,8211.0795
16266,5837.21503
16267,5482.0813
16268,5446.69747
16269,6663.00068
16270,6249.47082
16271,6226.28514
16272,5178.27031
16273,5996.07855
16274,4546.78674
16275,6564.9583
16276,6673.304
16277,7048.87072
16278,7357.3589
16279,6117.4759
16280,5696.02606
16281,4340.82151
16282,6443.2569
16283,7181.42522
16284,6569.24967
16285,5632.45917
16286,5128.16351
16287,5504.75083
16288,5424.12351
16289,6376.66256
16290,7825.87492
16291,3828.16556
16292,4387.74185
16293,4387.74185
16294,8211.0795
16295,5755.70016
16296,3813.16579
16297,3720.71159
16298,7340.46077
16299,4503.16186
16300,6539.11085
16301,7369.68559
16302,3923.90628
16303,5291.89688
16304,4568.67217
16305,5596.22636
16306,6683.20061
16307,8157.23694
16308,4913.22292
16309,7483.73632
16310,3471.19214
16311,4125.75712
16312,6503.27204
16313,7163.9441
16314,7340.46077
16315,4254.82514
16316,3804.61017
16317,8465.88563
16318,5663.06579
16319,5828.73212
16320,4808.60902
16321,5496.08506
16322,5009.96222
16323,6779.98166
16324,7639.54789
16325,4062.73953
16326,8013.62631
16327,5971.39402
16328,6274.93484
16329,4234.86859
16330,4245.28573
16331,5755.70016
16332,7215.40971
16333,4558.98072
16334,6155.89609
16335,6098.11317
16336,6771.72291
16337,3943.13168
16338,6180.95142
16339,6292.96076
16340,5665.2196
16341,6503.27204
16342,7532.82953
16343,5645.14663
16344,7804.62795
16345,6331.86722
16346,4310.6254
16347,7293.53617
16348,5360.87391
16349,6187.95188
16350,6461.67087
16351,7243.22611
16352,4056.83427
16353,7322.60914
16354,5791.45673
16355,4644.60117
16356,6150.84205
16357,5552.72387
16358,5388.50369
16359,7399.87589
16360,6374.4443
16361,5794.89185
16362,6422.92209
16363,5356.87186
16364,7521.71436
16365,4493.64409
16366,6848.62622
16367,6331.86722
16368,5492.81699
16369,7732.22522
16370,7548.34706
16371,6628.76363
16372,5817.18527
16373,6898.39095
16374,6157.05484
16375,3396.72989
16376,3911.42225
16377,5575.39447
16378,7443.62446
16379,4418.44126
16380,3708.20502
16381,5628.71053
16382,7411.17457
16383,5393.56434
16384,4888.50303
16385,6702.78038
16386,8247.52116
16387,3385.36422
16388,6347.56076
16389,4936.36477
16390,5246.52146
16391,6325.26613
16392,4913.22292
16393,7778.34916
16394,5696.02606
16395,6754.44894
16396,6260.47363
16397,5246.52146
16398,4905.49871
16399,5291.89688
16400,5695.56442
16401,7293.53617
16402,3519.43131
16403,6263.80788
16404,6929.5548
16405,5236.03334
16406,5299.66133
16407,5777.3754
16408,6449.04157
16409,7136.98445
16410,4968.60117
16411,6249.47082
16412,3748.46547
16413,7536.09687
16414,4357.82292
16415,5852.8742
16416,6097.44285
16417,7536.09687
16418,6986.80996
16419,2688.02883
16420,6182.75087
16421,4737.63925
16422,4858.24073
16423,7423.46988
16424,3837.51296
16425,5674.02852
16426,4062.73953
16427,6986.80996
16428,7317.95104
16429,5919.43076
16430,5429.68161
16431,6422.92209
16432,6846.00686
16433,7215.40971
16434,5514.66748
16435,7044.56761
16436,4641.00151
16437,8064.73881
16438,7357.3589
16439,5645.14663
16440,7222.00462
16441,3662.18313
16442,3276.36206
16443,7604.31584
16444,3748.46547
16445,7502.24389
16446,6887.46649
16447,4503.16186
16448,6554.97686
16449,7267.28344
16450,6292.96076
16451,3708.20502
16452,5199.53404
16453,6079.08526
16454,4112.89349
16455,6125.69538
16456,3626.36653
16457,8263.28974
16458,6574.18247
16459,6960.10751
16460,4572.12637
16461,3911.42225
16462,4162.76156
16463,5221.35741
16464,6182.75087
16465,6821.8081
16466,7502.24389
16467,5728.74828
16468,6249.47082
16469,4278.76321
16470,4930.61903
16471,6808.26361
16472,3748.46547
16473,7451.72563
16474,8109.2305
16475,7706.88137
16476,4234.86859
16477,6691.04322
16478,6361.48951
16479,6239.53349
16480,3471.19214
16481,4042.84264
16482,6480.80815
16483,5663.06579
16484,7322.60914
16485,7322.60914
16486,5455.11891
16487,3784.11935
16488,7357.3589
16489,4254.82514
16490,7159.33666
16491,4644.60117
16492,6842.76056
16493,6146.83152
16494,5329.2632
16495,5449.4212
16496,6870.34212
16497,6392.35667
16498,4924.35736
16499,6361.48951
16500,6157.05484
16501,7443.62446
16502,5876.96001
16503,4100.75917
16504,5628.71053
16505,6960.10751
16506,7215.40971
16507,4560.22361
16508,6392.35667
16509,3471.19214
16510,3784.11935
16511,4418.44126
16512,6836.60081
16513,6299.22636
16514,5674.02852
16515,6146.83152
16516,7406.90248
16517,6202.32702
16518,6691.04322
16519,6412.47345
16520,7270.31832
16521,7357.3589
16522,5548.12201
16523,6514.63899
16524,6683.20061
16525,6335.29639
16526,5971.39402
16527,3708.20502
16528,5575.39447
16529,5746.77703
16530,8134.72655
16531,7690.1749
16532,2508.37567
16533,5741.31418
16534,7357.3589
16535,5920.48718
16536,5852.8742
16537,7381.97333
16538,6097.44285
16539,4830.95981
16540,2946.92602
16541,5388.50369
16542,3680.56025
16543,5898.01573
16544,5605.221
16545,7340.46077
16546,7340.46077
16547,6107.38247
16548,5403.69852
16549,3626.36653
16550,6150.84205
16551,7270.31832
16552,4357.82292
16553,5482.0813
16554,6500.09778
16555,5377.27086
16556,5741.31418
16557,7243.22611
16558,5996.07855
16559,3373.43684
16560,5446.69747
16561,8408.38341
16562,6071.2289
16563,5892.161
16564,8157.23694
16565,4913.22292
16566,6292.96076
16567,6979.32479
16568,5221.35741
16569,6368.84982
16570,5674.02852
16571,7406.90248
16572,7669.81182
16573,4870.62537
16574,6187.95188
16575,5566.52275
16576,4357.82292
16577,6235.45278
16578,6037.68613
16579,6520.8976
16580,8247.52116
16581,5828.73212
16582,7284.81478
16583,4460.91457
16584,7369.68559
16585,6691.04322
16586,5529.06614
16587,5862.80545
16588,7804.62795
16589,6198.06496
16590,6979.32479
16591,6528.79888
16592,6941.82413
16593,5236.03334
16594,4858.24073
16595,3708.20502
16596,6292.42962
16597,6475.89456
16598,6731.71221
16599,3748.46547
16600,6583.45789
16601,7548.34706
16602,5356.87186
16603,4387.74185
16604,5605.221
16605,7267.28344
16606,6564.9583
16607,5033.68556
16608,7340.46077
16609,5794.89185
16610,7924.51678
16611,5817.18527
16612,7270.31832
16613,5837.21503
16614,3182.69865
16615,3662.18313
16616,6960.10751
16617,3662.18313
16618,4247.50893
16619,5495.36535
16620,7502.24389
16621,8013.62631
16622,6757.07366
16623,7771.01027
16624,5395.33158
16625,6986.80996
16626,6292.42962
16627,8157.23694
16628,6299.22636
16629,7340.46077
16630,6677.62443
16631,5291.89688
16632,5569.13925
16633,6443.2569
16634,6202.32702
16635,5453.99382
16636,6226.28514
16637,6960.10751
16638,5367.61826
16639,7637.63338
16640,4546.78674
16641,6717.44627
16642,4179.18592
16643,6608.04163
16644,7399.87589
16645,5722.57676
16646,4079.91244
16647,6564.9583
16648,6887.46649
16649,6480.80815
16650,7529.17505
16651,5746.77703
16652,6564.9583
16653,5791.45673
16654,5377.27086
16655,4320.87416
16656,5566.52275
16657,6071.2289
16658,6589.27898
16659,5601.20531
16660,7080.04004
16661,7241.37053
16662,5313.37828
16663,3748.46547
16664,7207.4203
16665,5552.72387
16666,5305.74363
16667,5085.84473
16668,7858.68558
16669,7895.0208
16670,5544.62172
16671,6806.49269
16672,7715.81088
16673,5628.71053
16674,5639.4452
16675,7761.15796
16676,6187.95188
16677,6757.07366
16678,2825.00374
16679,7048.87072
16680,5632.45917
16681,4162.76156
16682,5575.39447
16683,5482.0813
16684,4393.52743
16685,5643.36045
16686,6735.24371
16687,5360.87391
16688,7381.97333
16689,5462.13394
16690,5377.27086
16691,5462.13394
16692,6135.69998
16693,3436.49354
16694,5449.4212
16695,6929.5548
16696,4162.76156
16697,4282.70063
16698,4769.31827
16699,6157.05484
16700,7340.46077
16701,4710.85865
16702,5728.74828
16703,6327.47736
16704,4830.95981
16705,5931.7528
16706,6580.39696
16707,4218.32799
16708,6836.39728
16709,6299.22636
16710,8357.06722
16711,5674.02852
16712,5675.72149
16713,8109.2305
16714,5811.21147
16715,7357.3589
16716,7835.76779
16717,7483.73632
16718,4952.01304
16719,5602.02293
16720,5446.69747
16721,7888.41493
16722,4745.46028
16723,4584.45355
16724,2625.26916
16725,5876.96001
16726,7101.75783
16727,5403.69852
16728,6422.92209
16729,7048.87072
16730,6717.44627
16731,6236.70711
16732,3238.02815
16733,5482.0813
16734,3396.72989
16735,4789.59697
16736,6037.68613
16737,5330.63134
16738,5313.37828
16739,6226.28514
16740,3943.13168
16741,6948.2288
16742,5686.12196
16743,7479.93417
16744,6515.26145
16745,6320.96112
16746,5178.27031
16747,4179.18592
16748,5492.81699
16749,6521.29112
16750,7357.3589
16751,7639.54789
16752,7340.46077
16753,4975.88538
16754,6663.00068
16755,5715.0084
16756,5566.52275
16757,4112.89349
16758,4999.15621
16759,5817.18527
16760,7564.77493
16761,7660.88604
16762,3519.43131
16763,6543.97182
16764,6132.99793
16765,7243.22611
16766,6072.83443
16767,5741.31418
16768,5424.12351
16769,4350.42467
16770,5695.56442
16771,5639.4452
16772,6320.23893
16773,6795.88187
16774,6795.88187
16775,5649.03716
16776,6948.2288
16777,3998.05416
16778,8157.23694
16779,5544.62172
16780,6575.59267
16781,5136.93247
16782,7215.40971
16783,7443.62446
16784,6274.93484
16785,6328.89332
16786,6024.94599
16787,5628.71053
16788,4808.60902
16789,5601.20531
16790,4644.60117
16791,7998.35059
16792,6347.56076
16793,4357.82292
16794,6808.26361
16795,6702.78038
16796,5462.13394
16797,6315.23321
16798,4546.78674
16799,6155.89609
16800,5639.4452
16801,5663.06579
16802,4016.3616
16803,7588.36096
16804,6376.66256
16805,7517.44077
16806,6503.27204
16807,6880.7759
16808,6638.65649
16809,8134.72655
16810,7502.24389
16811,6072.83443
16812,4558.98072
16813,7007.66825
16814,6237.20605
16815,4830.95981
16816,5746.77703
16817,6370.89887
16818,7369.68559
16819,7502.24389
16820,4245.28573
16821,4323.93099
16822,5852.8742
16823,7399.87589
16824,7706.88137
16825,7085.06308
16826,7479.93417
16827,5514.66748
16828,8064.73881
16829,5446.69747
16830,5377.27086
16831,7588.36096
16832,5817.18527
16833,8211.0795
16834,4560.22361
16835,5462.13394
16836,3837.51296
16837,5964.79111
16838,6717.44627
16839,6301.03442
16840,8743.52098
16841,5018.45303
16842,5794.89185
16843,5596.22636
16844,6583.45789
